"mean.AL_Ank_X"	"var.AL_Ank_X"	"max.AL_Ank_X"	"min.AL_Ank_X"	"quarlite.AL_Ank_X70"	"quarlite.AL_Ank_X80"	"quarlite.AL_Ank_X90"	"mean.AL_Ank_Y"	"var.AL_Ank_Y"	"max.AL_Ank_Y"	"min.AL_Ank_Y"	"quarlite.AL_Ank_Y70"	"quarlite.AL_Ank_Y80"	"quarlite.AL_Ank_Y90"	"mean.AL_Ank_Z"	"var.AL_Ank_Z"	"max.AL_Ank_Z"	"min.AL_Ank_Z"	"quarlite.AL_Ank_Z70"	"quarlite.AL_Ank_Z80"	"quarlite.AL_Ank_Z90"	"corri.AL_Ank_XY"	"corri.AL_Ank_XZ"	"corri.AL_Ank_YZ"	"mean.AL_hip_X"	"var.AL_hip_X"	"max.AL_hip_X"	"min.AL_hip_X"	"quarlite.AL_hip_X70"	"quarlite.AL_hip_X80"	"quarlite.AL_hip_X90"	"mean.AL_hip_Y"	"var.AL_hip_Y"	"max.AL_hip_Y"	"min.AL_hip_Y"	"quarlite.AL_hip_Y70"	"quarlite.AL_hip_Y80"	"quarlite.AL_hip_Y90"	"mean.AL_hip_Z"	"var.AL_hip_Z"	"max.AL_hip_Z"	"min.AL_hip_Ank_Z"	"quarlite.AL_hip_Z70"	"quarlite.AL_hip_Z80"	"quarlite.AL_hip_Z90"	"corri.AL_Hip_XY"	"corri.AL_Hip_XZ"	"corri.AL_Hip_YZ"	"mean.AL_LW_X"	"var.AL_LW_X"	"max.AL_LW_X"	"min.AL_LW_X"	"quarlite.AL_LW_X70"	"quarlite.AL_LW_X80"	"quarlite.AL_LW_X90"	"mean.AL_LW_Y"	"var.AL_LW_Y"	"max.AL_LW_Y"	"min.AL_LW_Y"	"quarlite.AL_LW_Y70"	"quarlite.AL_LW_Y80"	"quarlite.AL_LW_Y90"	"mean.AL_LW_Z"	"var.AL_LW_Z"	"max.AL_LW_Z"	"min.AL_LW_Z"	"quarlite.AL_LW_Z70"	"quarlite.AL_LW_Z80"	"quarlite.AL_LW_Z90"	"corri.AL_LW_XY"	"corri.AL_LW_XZ"	"corri.AL_LW_YZ"	"mean.AL_RW_X"	"var.AL_RW_X"	"max.AL_RW_X"	"min.AL_RW_X"	"quarlite.AL_RW_X70"	"quarlite.AL_RW_X80"	"quarlite.AL_RW_X90"	"mean.AL_RW_Y"	"var.AL_RW_Y"	"max.AL_RW_Y"	"min.AL_RW_Y"	"quarlite.AL_RW_Y70"	"quarlite.AL_RW_Y80"	"quarlite.AL_RW_Y90"	"mean.AL_RW_Z"	"var.AL_RW_Z"	"max.AL_RW_Z"	"min.AL_RW_Z"	"quarlite.AL_RW_Z70"	"quarlite.AL_RW_Z80"	"quarlite.AL_RW_Z90"	"corri.AL_RW_XY"	"corri.AL_RW_XZ"	"corri.AL_RW_YZ"	"Sex"	"Age"	"Ht"	"Wt"	"COS.Intensity"
-0.014223889	0.03381746	1.328	-1.664	0.055	0.086	0.1524	-1.013002222	0.005615474	-0.574	-1.492	-0.992	-0.984	-0.961	-0.216247778	0.01434068	0.43	-0.762	-0.172	-0.129	-0.051	-0.096572963	-0.033547889	-0.327009727	0.196253889	0.008272311	0.5	-0.008	0.25	0.281	0.309	-0.979243889	0.002529533	-0.828	-1.289	-0.957	-0.941	-0.918	-0.161956667	0.013781521	0.141	-0.445	-0.125	-0.0502	0.016	0.30142452	0.101224952	-0.276805042	0.642758333	0.245311827	1.121	-1.082	0.93	0.961	0.996	0.494885556	0.057208652	1.051	-0.031	0.633	0.703	0.8164	0.136007778	0.039908827	0.84	-0.254	0.188	0.27	0.4184	-0.269846034	-0.405605811	0.078756516	-0.739502778	0.019890681	0.074	-1.543	-0.676	-0.629	-0.555	0.427642222	0.052174504	1.324	-0.699	0.527	0.586	0.7154	0.427642222	0.052174504	1.324	-0.699	0.427642222	0.586	0.7154	0.438110798	-0.396428075	0.021020835	"Male"	26	72.2	211.6	"MPA"
0.044112222	0.061062855	1.82	-2.949	0.121	0.211	0.2974	-1.017981667	0.018398503	-0.289	-1.813	-0.988	-0.969	-0.926	-0.201781667	0.023269248	0.449	-1.09	-0.156	-0.082	0.027	-0.217526463	0.378854309	0.09566896	0.258905556	0.015245244	0.574	-0.012	0.336	0.383	0.438	-0.969055	0.004972472	-0.723	-1.352	-0.941	-0.914	-0.8786	-0.11144	0.006671157	0.164	-0.359	-0.082	-0.051	-0.004	0.511432917	0.114828417	0.113942115	0.779952222	0.054852679	1.156	-1.082	0.891	0.926	0.961	0.523781111	0.033827835	1.676	-0.352	0.613	0.664	0.723	-0.131978889	0.083537728	0.461	-1.598	0.047	0.098	0.176	-0.180922065	0.256558888	0.065786015	-0.795997778	0.031149491	-0.035	-1.227	-0.734	-0.6474	-0.539	0.430251667	0.0423803	1.219	-0.035	0.551	0.641	0.715	0.430251667	0.0423803	1.219	-0.035	0.430251667	0.641	0.715	0.606239234	-0.432256498	-0.23710166	"Male"	26	72.2	211.6	"LPA"
0.004952222	0.010896509	0.426	-0.223	-0.008	0.008	0.176	-1.010347222	0.000406528	-0.879	-1.102	-1.008	-1.004	-0.992	-0.198528333	0.006189321	0.355	-0.363	-0.199	-0.18	-0.09	0.66096235	0.749615795	0.239534685	0.210807222	0.005104738	0.586	0.082	0.207	0.223	0.2464	-0.989008889	0.001258886	-0.793	-1.07	-0.992	-0.988	-0.969	-0.086848333	0.003392928	0.066	-0.359	-0.055	-0.051	-0.043	0.856879545	-0.414753706	-0.546354172	0.830477222	0.051172987	1.18	0.047	0.969	0.977	0.98	0.417913889	0.057021312	1.09	0.137	0.4502	0.664	0.832	0.076687778	0.052819187	0.586	-0.836	0.164	0.199	0.266	-0.876827978	0.635609516	-0.599965514	-0.731244444	0.189904038	0.824	-1.504	-0.824	-0.738	-0.391	0.405589444	0.034847502	1.012	-0.047	0.438	0.594	0.672	0.405589444	0.034847502	1.012	-0.047	0.405589444	0.594	0.672	0.615715613	-0.429116789	-0.328256186	"Male"	26	72.2	211.6	"LPA"
-0.043694444	0.014573902	0.836	-1.438	-0.023	-0.016	0.0084	-1.023292778	0.004260338	-0.328	-1.477	-1.02	-1.012	-1	-0.182411111	0.008180055	0.238	-0.805	-0.152	-0.145	-0.094	-0.303149715	-0.228897301	0.087034448	0.197147778	0.002543073	0.469	0.027	0.215	0.238	0.262	-0.998867222	0.001492575	-0.797	-1.391	-0.992	-0.98	-0.965	-0.058959444	0.002552199	0.129	-0.273	-0.035	-0.02	0.008	0.128869995	0.146038722	0.054670728	0.905399444	0.010221889	1.309	0.324	0.949	0.961	0.98	0.415852778	0.012456875	0.941	-0.133	0.414	0.465	0.594	-0.075232222	0.030311774	0.336	-0.738	0.012	0.0318	0.0744	-0.570374539	0.379630745	-0.113381168	-0.615543889	0.350113332	0.836	-1.273	-0.746	-0.4436	0.6484	0.400096667	0.048698812	1.137	-0.012	0.523	0.641	0.73	0.400096667	0.048698812	1.137	-0.012	0.400096667	0.641	0.73	0.721331121	-0.163030003	-0.107634934	"Male"	26	72.2	211.6	"LPA"
0.024072778	0.035746029	0.66	-0.637	-0.023	0.008	0.3878	-1.002586667	0.004048187	-0.746	-1.191	-1.02	-1.004	-0.883	-0.148244444	0.005737062	0.113	-0.547	-0.148	-0.137	-0.051	0.825071399	0.401019565	0.321140535	0.167513889	0.001946132	0.359	0.023	0.168	0.203	0.227	-1.006007222	0.000613091	-0.836	-1.18	-1	-0.996	-0.98	-0.041514444	0.004145834	0.164	-0.219	-0.008	0	0.039	0.292180072	0.351505089	0.102264462	0.683490556	0.013043433	1.141	0.063	0.703	0.723	0.777	0.659795556	0.006893837	1.172	0.082	0.688	0.699	0.73	0.268594444	0.013944216	1.324	-0.055	0.301	0.313	0.332	-0.419493152	-0.400913669	-0.187244979	-0.761306111	0.012099956	-0.027	-1.098	-0.715	-0.711	-0.688	0.449715	0.015153487	1.152	0.125	0.484	0.512	0.586	0.449715	0.015153487	1.152	0.125	0.449715	0.512	0.586	0.787273691	0.23584943	0.097370221	"Male"	26	72.2	211.6	"LPA"
-0.029430556	0.4765885	3.449	-3.793	-0.012	0.051	0.422	-1.170692222	0.147213181	0.141	-2.352	-1.012	-0.992	-0.93	-0.261495556	0.047836371	0.777	-1.664	-0.172	-0.066	-0.016	-0.275189948	0.205382199	0.399662463	0.223857778	0.022986488	0.918	-0.184	0.281	0.3488	0.453	-0.984851667	0.030348995	-0.539	-1.598	-0.902	-0.855	-0.789	-0.083046111	0.016000836	0.406	-0.422	-0.027	0.008	0.066	0.074635849	-0.453153168	0.053658337	0.636824444	0.088285954	1.559	0.016	0.824	0.922	1.078	0.541625556	0.02378794	1.34	-0.156	0.598	0.625	0.691	0.398251111	0.093206592	1.777	-0.129	0.66	0.676	0.695	-0.258658187	-0.773079266	0.265974349	-0.915512222	0.037338606	0.039	-1.406	-0.891	-0.836	-0.7146	0.299317778	0.032169288	1.016	-0.129	0.352	0.398	0.523	0.299317778	0.032169288	1.016	-0.129	0.299317778	0.398	0.523	0.385956185	0.367251329	-0.101224011	"Male"	26	72.2	211.6	"LPA"
0.037033889	0.817217782	3.34	-3.953	0.035	0.2556	1.1417	-1.272325	0.211971336	0.133	-2.313	-1.02	-0.977	-0.8276	-0.374950556	0.05196627	0.414	-1.73	-0.281	-0.238	-0.148	-0.284974464	0.336176353	0.373310031	0.197648333	0.024941009	0.824	-0.168	0.227	0.2978	0.445	-1.000119444	0.051093749	-0.504	-1.523	-0.848	-0.785	-0.707	-0.051477222	0.017040674	0.422	-0.445	0.012	0.035	0.086	-0.058379437	-0.453266635	0.139081603	0.981445	0.029014214	1.484	0.664	1.066	1.141	1.223	0.408984444	0.011787851	0.711	0.102	0.461	0.504	0.566	0.039935	0.007965267	0.297	-0.16	0.086	0.117	0.1604	0.517683908	0.09633415	0.037722121	-0.921064444	0.028109231	-0.566	-1.359	-0.809	-0.762	-0.707	0.317417222	0.021883107	1.008	-0.145	0.371	0.43	0.516	0.317417222	0.021883107	1.008	-0.145	0.317417222	0.43	0.516	0.130806757	0.24037482	0.071145542	"Male"	26	72.2	211.6	"MPA"
0.020367778	0.862055318	3.434	-4.008	0.031	0.2738	1.1138	-1.284765556	0.221515795	0.145	-2.309	-1.02	-0.9722	-0.8272	-0.375160556	0.048962113	0.367	-1.551	-0.277	-0.2412	-0.168	-0.303645883	0.360746774	0.292454791	0.191908889	0.026926057	0.914	-0.215	0.227	0.301	0.449	-1.001285	0.054963815	-0.523	-1.59	-0.844	-0.781	-0.6946	-0.045655	0.01803454	0.438	-0.457	0.016	0.043	0.094	-0.032630554	-0.464197347	0.109829449	0.962637778	0.034826045	1.52	0.512	1.0602	1.141	1.211	0.42379	0.012189488	0.852	0.094	0.4742	0.516	0.5704	0.042255556	0.0078778	0.281	-0.184	0.09	0.129	0.164	0.52803876	0.113365509	0.066576841	-0.939962222	0.043120414	-0.031	-1.691	-0.785	-0.734	-0.684	0.313146667	0.015571503	0.887	-0.082	0.363	0.406	0.465	0.313146667	0.015571503	0.887	-0.082	0.313146667	0.406	0.465	-0.127986793	0.16606655	0.18436185	"Male"	26	72.2	211.6	"MPA"
0.026345556	0.824219578	3.34	-4.102	0.043	0.262	1.0649	-1.281411667	0.212380854	0.129	-2.27	-1.0221	-0.98	-0.813	-0.37121	0.046618029	0.262	-1.66	-0.281	-0.246	-0.172	-0.269785683	0.350717555	0.313701634	0.202734444	0.026399819	0.824	-0.191	0.2472	0.324	0.457	-1.000776111	0.054367171	-0.547	-1.598	-0.848	-0.785	-0.699	-0.051622222	0.018003604	0.383	-0.461	0.016	0.039	0.09	-0.076223382	-0.438394416	0.144351208	0.984468889	0.032454991	1.531	0.656	1.082	1.156	1.23	0.405651667	0.012342008	0.676	0.035	0.4662	0.516	0.57	0.017115556	0.007858628	0.355	-0.188	0.066	0.094	0.133	0.576180757	0.057771166	0.065529268	-0.956257222	0.035202117	-0.617	-1.707	-0.816	-0.762	-0.715	0.282456111	0.011503002	0.758	0.02	0.332	0.371	0.4264	0.282456111	0.011503002	0.758	0.02	0.282456111	0.371	0.4264	-0.136493997	0.240262035	0.073646411	"Male"	26	72.2	211.6	"MPA"
0.027523333	0.822931143	3.559	-3.957	0.035	0.2348	1.0238	-1.279937222	0.217265314	0.035	-2.367	-1.02	-0.973	-0.8006	-0.363261111	0.045780063	0.5	-1.715	-0.273	-0.234	-0.164	-0.263862939	0.376675115	0.323913723	0.216498889	0.027508358	0.902	-0.242	0.258	0.336	0.4773	-0.995316667	0.053797793	-0.547	-1.637	-0.836	-0.781	-0.695	-0.058435556	0.018232215	0.441	-0.477	0.008	0.039	0.086	-0.124838053	-0.436383889	0.161021689	0.825146667	0.270205319	1.484	-1.273	1.07	1.145	1.223	0.44808	0.031999278	1.523	0.129	0.512	0.57	0.637	-0.012647222	0.020142164	0.527	-0.855	0.055	0.086	0.141	-0.062424562	-0.117031194	-0.232935099	-0.947952222	0.036374877	-0.152	-1.457	-0.8388	-0.789	-0.719	0.31703	0.020588183	0.934	0.027	0.363	0.414	0.496	0.31703	0.020588183	0.934	0.027	0.31703	0.414	0.496	0.020791372	-0.021979515	-0.059800514	"Male"	26	72.2	211.6	"MPA"
0.020022778	0.808293257	3.309	-4.246	0.035	0.2158	0.9236	-1.27489	0.210614086	-0.008	-2.344	-1.016	-0.977	-0.8126	-0.363502222	0.048693382	0.395	-1.73	-0.277	-0.2452	-0.18	-0.28318057	0.487837753	0.261859827	0.210846667	0.025186838	0.813	-0.156	0.254	0.332	0.453	-0.996492778	0.05524561	-0.559	-1.605	-0.836	-0.7802	-0.699	-0.057894444	0.016622067	0.363	-0.473	0.012	0.035	0.078	-0.136288465	-0.428754147	0.220536064	0.902479444	0.115621251	1.465	-1.355	1.074	1.141	1.223	0.441311111	0.053297527	1.887	-0.387	0.504	0.574	0.656	-0.063818333	0.050190142	0.887	-1.102	0.047	0.082	0.141	-0.006907535	0.202774879	-0.162164153	-0.96226	0.04348924	-0.094	-1.641	-0.84	-0.793	-0.738	0.302349444	0.020830191	1.344	-0.023	0.352	0.395	0.473	0.302349444	0.020830191	1.344	-0.023	0.302349444	0.395	0.473	0.046499005	0.381536803	0.321954531	"Male"	26	72.2	211.6	"MPA"
0.032428889	0.790193242	3.27	-4.059	0.047	0.254	1.0394	-1.272961667	0.221331021	0.023	-2.41	-1.016	-0.969	-0.7656	-0.356858333	0.042770131	0.348	-1.574	-0.273	-0.238	-0.184	-0.292996389	0.403220027	0.271817297	0.201358889	0.023300438	0.832	-0.148	0.246	0.313	0.434	-0.999376111	0.055314407	-0.566	-1.695	-0.844	-0.7762	-0.691	-0.055069444	0.01606936	0.379	-0.438	0.008	0.035	0.086	-0.129734877	-0.42896831	0.192239027	0.988266667	0.032227381	1.5	0.527	1.09	1.156	1.234	0.397352778	0.011213885	0.703	0.137	0.445	0.492	0.5514	0.018758889	0.007859032	0.285	-0.172	0.063	0.098	0.137	0.495544239	0.110918497	0.081085453	-0.752298889	0.383082949	1.113	-1.609	-0.785	-0.734	0.566	0.229903889	0.072738685	1.148	-0.953	0.3529	0.391	0.438	0.229903889	0.072738685	1.148	-0.953	0.229903889	0.391	0.438	-0.732659622	0.806014557	-0.572095085	"Male"	26	72.2	211.6	"MPA"
0.033501667	0.787307632	3.344	-3.863	0.043	0.254	1.0167	-1.271316667	0.216419734	0.086	-2.445	-1.008	-0.973	-0.7612	-0.363340556	0.047677221	0.582	-1.766	-0.277	-0.242	-0.176	-0.281986902	0.375078844	0.266149539	0.201567222	0.024910856	0.801	-0.176	0.2432	0.32	0.4414	-1.000616111	0.055291042	-0.559	-1.586	-0.84	-0.781	-0.699	-0.052537778	0.017839227	0.387	-0.469	0.016	0.039	0.09	-0.096192773	-0.445008188	0.193625593	0.988616111	0.032602747	1.488	0.691	1.0912	1.152	1.234	0.395704444	0.011694929	0.699	0.129	0.449	0.496	0.547	0.016076111	0.007739045	0.254	-0.156	0.059	0.09	0.137	0.500892988	0.027593143	0.036524579	-0.980916667	0.035146029	-0.598	-1.82	-0.828	-0.785	-0.746	0.276923333	0.010474124	0.637	-0.082	0.34	0.375	0.414	0.276923333	0.010474124	0.637	-0.082	0.276923333	0.375	0.414	-0.277154974	0.086884472	0.304503397	"Male"	26	72.2	211.6	"MPA"
0.019886667	0.772167312	3.301	-3.957	0.031	0.215	0.9418	-1.272991667	0.217640711	0.063	-2.309	-1.012	-0.977	-0.809	-0.355626111	0.045648132	0.324	-1.734	-0.266	-0.23	-0.156	-0.295283953	0.401381221	0.260540971	0.199521667	0.026334396	0.777	-0.199	0.242	0.32	0.449	-0.999992778	0.0524824	-0.578	-1.594	-0.836	-0.789	-0.711	-0.053229444	0.018144804	0.391	-0.461	0.012	0.039	0.094	-0.077352571	-0.440104014	0.184810901	0.985491667	0.030580953	1.488	0.645	1.086	1.145	1.215	0.391863333	0.011186833	0.73	0.082	0.441	0.484	0.535	0.017385556	0.007372243	0.316	-0.168	0.063	0.09	0.1294	0.491049952	0.055016722	0.089242257	-0.987322778	0.036312982	-0.582	-1.828	-0.8508	-0.793	-0.746	0.265712778	0.010961908	0.867	-0.063	0.32	0.359	0.406	0.265712778	0.010961908	0.867	-0.063	0.265712778	0.359	0.406	-0.320887298	0.000106282	0.327008191	"Male"	26	72.2	211.6	"MPA"
0.028531667	0.798264763	6.664	-4.016	0.039	0.258	0.9753	-1.268378333	0.215084508	0.094	-2.305	-1.02	-0.977	-0.766	-0.360056667	0.046521599	0.441	-1.848	-0.2721	-0.2372	-0.164	-0.302349153	0.349767685	0.245981231	0.195712778	0.025701578	0.777	-0.148	0.234	0.309	0.449	-0.999865	0.053669	-0.559	-1.828	-0.84	-0.789	-0.707	-0.050128333	0.017519111	0.391	-0.484	0.016	0.043	0.09	-0.115630651	-0.42347634	0.185140981	0.985098889	0.030888116	1.508	0.629	1.082	1.1488	1.23	0.397695	0.011617528	0.723	0.086	0.438	0.488	0.551	0.025011111	0.007646687	0.305	-0.168	0.074	0.098	0.137	0.530364749	0.044245716	0.093873874	-0.967702778	0.041769874	-0.449	-1.801	-0.813	-0.758	-0.711	0.281778333	0.015875939	1.387	-0.527	0.34	0.379	0.426	0.281778333	0.015875939	1.387	-0.527	0.281778333	0.379	0.426	-0.155938523	0.073487453	0.194113854	"Male"	26	72.2	211.6	"MPA"
-0.004592778	0.499360083	3.316	-3.539	0.004	0.094	0.4884	-1.175145556	0.151295619	0.082	-2.316	-1.016	-0.992	-0.8906	-0.307145	0.034291689	0.246	-1.621	-0.188	-0.176	-0.164	-0.30872307	0.326858121	0.327166619	0.194613333	0.016332295	0.723	-0.16	0.215	0.266	0.363	-1.001315556	0.031001353	-0.559	-1.523	-0.934	-0.859	-0.758	-0.054262222	0.01180774	0.367	-0.469	-0.02	0.016	0.066	-0.088267411	-0.417622217	0.190321799	0.754614444	0.31666124	1.512	-0.797	1.031	1.105	1.199	0.450609444	0.026637204	1.125	-0.117	0.484	0.555	0.738	0.051711667	0.012308658	0.555	-0.285	0.09	0.121	0.1724	-0.563680541	-0.343738873	0.205495001	-0.71138	0.252540113	0.535	-1.73	-0.766	-0.688	0.391	0.397919444	0.058182741	1.648	-0.457	0.434	0.57	0.855	0.397919444	0.058182741	1.648	-0.457	0.397919444	0.57	0.855	0.786909052	-0.082843384	-0.096415605	"Male"	26	72.2	211.6	"MPA"
-0.059953333	0.001743618	0.605	-0.316	-0.051	-0.047	-0.035	-1.022602222	0.000213028	-0.805	-1.195	-1.023	-1.02	-1.02	-0.172046667	0.000847751	0.023	-0.465	-0.164	-0.16	-0.156	-0.144969187	-0.164361765	-0.260316288	0.178526667	0.000586853	0.445	0.117	0.184	0.188	0.195	-1.003773889	0.000202138	-0.836	-1.102	-1	-0.996	-0.992	-0.065647222	0.000616041	0.012	-0.191	-0.051	-0.043	-0.039	0.293342379	0.006741862	-0.071317188	-0.398652778	0.004542186	-0.211	-0.559	-0.379	-0.32	-0.281	0.856612222	0.001610702	1.008	0.719	0.867	0.898	0.918	-0.180760556	0.003332671	0.016	-0.375	-0.16	-0.152	-0.0896	0.837583954	0.711747065	0.664249857	0.324166667	0.00195731	0.434	0.066	0.344	0.363	0.375	0.943554444	0.000405233	1.105	0.84	0.949	0.953	0.965	0.943554444	0.000405233	1.105	0.84	0.943554444	0.953	0.965	-0.500636209	-0.118736856	-0.001634104	"Male"	26	72.2	211.6	"LPA"
-0.03559	0.005154045	0.465	-0.293	-0.031	-0.027	-0.023	-1.021017222	0.000984044	-0.535	-1.293	-1.02	-1.02	-1.016	-0.166465	0.0029138	0.234	-0.438	-0.168	-0.164	-0.16	0.510802141	0.672284464	0.021768463	0.160130556	0.002877341	0.43	-0.066	0.164	0.18	0.203	-1.007937778	0.000643101	-0.824	-1.207	-1.004	-1	-0.988	-0.047268333	0.001461016	0.047	-0.238	-0.031	-0.027	-0.012	0.59383637	-0.21412194	-0.101972297	0.759963333	0.081189836	1.105	-0.293	0.918	0.922	0.93	0.531051667	0.022270187	1.152	0.125	0.566	0.582	0.711	0.104585556	0.051788029	0.684	-0.625	0.309	0.355	0.367	-0.846429725	0.071069427	0.029215465	-0.773422222	0.072366068	0.277	-1.156	-0.738	-0.73	-0.68	0.415983889	0.033663434	1.156	-0.031	0.434	0.4968	0.629	0.415983889	0.033663434	1.156	-0.031	0.415983889	0.4968	0.629	0.874061002	0.033957024	-0.056255472	"Male"	26	72.2	211.6	"LPA"
-0.019826111	0.138753073	4.016	-3.199	-0.031	-0.016	0.0474	-1.063654444	0.046812187	0.133	-2.715	-1.02	-1.016	-1.004	-0.227534444	0.026063582	0.645	-1.906	-0.176	-0.168	-0.16	-0.301928701	-0.055595818	0.213086527	0.159326667	0.007188235	0.922	-0.34	0.156	0.1728	0.242	-1.007256667	0.010560033	-0.32	-1.914	-1	-0.98	-0.918	-0.083987778	0.006905845	0.414	-0.617	-0.066	-0.043	-0.02	-0.055250599	-0.195755546	-0.005224114	0.934872222	0.00728661	1.438	0.602	0.941	0.949	1.0164	0.404233889	0.005991218	1	0.121	0.418	0.43	0.465	0.039683889	0.004545838	0.344	-0.168	0.066	0.086	0.117	0.07724445	0.30901369	-0.058773027	-0.952037778	0.005698656	-0.676	-1.414	-0.938	-0.93	-0.891	0.264046111	0.002096044	0.43	0.035	0.273	0.289	0.328	0.264046111	0.002096044	0.43	0.035	0.264046111	0.289	0.328	0.165100755	0.02701397	-0.132039101	"Male"	26	72.2	211.6	"LPA"
0.033437778	1.18082677	3.891	-3.891	0.109	0.434	1.2424	-1.435991111	0.338446448	0.094	-3.121	-1.059	-0.973	-0.855	-0.418814444	0.103136845	0.805	-2.176	-0.27	-0.215	-0.121	-0.240096713	0.081655215	0.37553288	0.197040556	0.061513508	1.043	-0.418	0.266	0.4188	0.586	-1.002502778	0.171112235	-0.121	-2.051	-0.762	-0.547	-0.41	-0.081555556	0.034568233	0.516	-0.625	0.02	0.063	0.133	-0.307513862	-0.453551536	0.303278559	1.052397222	0.077892416	1.75	0.453	1.227	1.328	1.449	0.419666111	0.03342373	1.078	-0.113	0.504	0.594	0.691	0.021176667	0.018369979	0.43	-0.746	0.09	0.133	0.1883	0.615713783	0.049401446	0.303043779	-1.132336111	0.07308459	-0.465	-1.965	-0.957	-0.887	-0.809	0.243605556	0.037711366	0.777	-0.348	0.34	0.434	0.523	0.243605556	0.037711366	0.777	-0.348	0.243605556	0.434	0.523	-0.37015079	0.057058368	0.439713149	"Male"	26	72.2	211.6	"MPA"
0.036692222	0.971252243	3.871	-4.16	0.07	0.324	1.059	-1.363516667	0.285594726	0.211	-2.605	-1.031	-0.969	-0.7692	-0.395328889	0.10754149	1.094	-2.746	-0.262	-0.199	-0.105	-0.262664461	0.084343148	0.315967595	0.192558889	0.045943793	0.965	-0.379	0.254	0.371	0.5314	-0.998741667	0.126079287	-0.16	-2.051	-0.801	-0.652	-0.508	-0.081273333	0.032519349	0.469	-0.734	0.02	0.055	0.117	-0.243530303	-0.415608744	0.236973479	1.029705	0.065363084	1.73	0.484	1.168	1.277	1.398	0.413170556	0.024463575	0.824	0.035	0.496	0.5636	0.637	0.014083889	0.018626733	0.703	-0.648	0.0752	0.117	0.176	0.603085289	0.076879798	0.121344564	-1.093961667	0.05597898	-0.457	-1.734	-0.945	-0.891	-0.801	0.248366667	0.028656358	0.695	-0.227	0.332	0.41	0.5004	0.248366667	0.028656358	0.695	-0.227	0.248366667	0.41	0.5004	-0.371880642	0.031081666	0.289811418	"Male"	26	72.2	211.6	"MPA"
0.040018889	1.017789344	3.816	-4.137	0.0872	0.348	1.0944	-1.383942222	0.30247462	0.125	-2.844	-1.035	-0.965	-0.809	-0.404336667	0.082967702	0.984	-1.836	-0.273	-0.223	-0.1446	-0.258628114	0.071018545	0.392707836	0.198785	0.047419889	0.91	-0.41	0.258	0.391	0.5354	-1.003484444	0.136267096	-0.258	-1.973	-0.766	-0.617	-0.5	-0.069838889	0.028762122	0.457	-0.621	0.023	0.066	0.125	-0.298830077	-0.465020287	0.254334148	1.033137222	0.065584889	1.77	0.555	1.176	1.281	1.41	0.411805	0.02283576	0.945	-0.059	0.48	0.563	0.633	0.014515556	0.019823003	0.625	-0.777	0.078	0.117	0.176	0.613594266	0.005565352	0.148510641	-1.096720556	0.061444912	-0.445	-1.852	-0.941	-0.875	-0.8006	0.240483333	0.02506625	0.715	-0.086	0.309	0.387	0.488	0.240483333	0.02506625	0.715	-0.086	0.240483333	0.387	0.488	-0.376615416	0.156111604	0.446873526	"Male"	26	72.2	211.6	"MPA"
0.018004444	0.861441103	3.629	-3.766	0.063	0.2388	0.875	-1.332906111	0.259000349	0.094	-2.637	-1.023	-0.965	-0.801	-0.368331111	0.071666179	0.746	-1.707	-0.258	-0.207	-0.133	-0.254671379	0.157995518	0.323234742	0.204118333	0.038278389	0.855	-0.355	0.254	0.359	0.5164	-0.999305	0.103731912	-0.285	-1.82	-0.82	-0.6832	-0.559	-0.072217778	0.02513169	0.422	-0.547	0.016	0.055	0.105	-0.238325916	-0.46325654	0.257690012	1.030425	0.054297911	1.75	0.516	1.141	1.25	1.363	0.406905556	0.020815818	0.891	0.012	0.477	0.5438	0.613	0.010822222	0.023045321	0.617	-0.813	0.078	0.125	0.191	0.558984896	-0.028036313	0.026123379	-1.059488889	0.060340586	-0.531	-1.711	-0.91	-0.84	-0.758	0.249894444	0.021585278	0.918	-0.18	0.316	0.383	0.465	0.249894444	0.021585278	0.918	-0.18	0.249894444	0.383	0.465	-0.263476116	-0.00655886	0.381079359	"Male"	26	72.2	211.6	"MPA"
0.032915	0.907434149	3.699	-3.973	0.066	0.2468	0.996	-1.339193889	0.245916677	0.105	-2.746	-1.043	-0.977	-0.832	-0.374767222	0.076132722	0.977	-1.832	-0.2568	-0.199	-0.133	-0.262312796	0.139663247	0.315854398	0.186952778	0.042816058	1.063	-0.301	0.242	0.336	0.5124	-1.004700556	0.101625455	-0.355	-1.867	-0.793	-0.688	-0.578	-0.062815556	0.024895889	0.41	-0.504	0.027	0.063	0.1094	-0.192705761	-0.452518847	0.234869594	1.021069444	0.057628343	1.672	0.551	1.148	1.254	1.375	0.405437778	0.020089942	0.934	-0.016	0.484	0.547	0.609	0.010902222	0.01410205	0.32	-0.527	0.074	0.113	0.16	0.571319832	0.075983372	0.158980818	-1.05208	0.061637818	-0.465	-1.805	-0.895	-0.828	-0.75	0.247393333	0.01676685	0.637	-0.074	0.309	0.371	0.4304	0.247393333	0.01676685	0.637	-0.074	0.247393333	0.371	0.4304	-0.350681369	0.037893287	0.275979193	"Male"	26	72.2	211.6	"MPA"
