"mean.AL_Ank_X"	"var.AL_Ank_X"	"max.AL_Ank_X"	"min.AL_Ank_X"	"quarlite.AL_Ank_X70"	"quarlite.AL_Ank_X80"	"quarlite.AL_Ank_X90"	"mean.AL_Ank_Y"	"var.AL_Ank_Y"	"max.AL_Ank_Y"	"min.AL_Ank_Y"	"quarlite.AL_Ank_Y70"	"quarlite.AL_Ank_Y80"	"quarlite.AL_Ank_Y90"	"mean.AL_Ank_Z"	"var.AL_Ank_Z"	"max.AL_Ank_Z"	"min.AL_Ank_Z"	"quarlite.AL_Ank_Z70"	"quarlite.AL_Ank_Z80"	"quarlite.AL_Ank_Z90"	"corri.AL_Ank_XY"	"corri.AL_Ank_XZ"	"corri.AL_Ank_YZ"	"mean.AL_hip_X"	"var.AL_hip_X"	"max.AL_hip_X"	"min.AL_hip_X"	"quarlite.AL_hip_X70"	"quarlite.AL_hip_X80"	"quarlite.AL_hip_X90"	"mean.AL_hip_Y"	"var.AL_hip_Y"	"max.AL_hip_Y"	"min.AL_hip_Y"	"quarlite.AL_hip_Y70"	"quarlite.AL_hip_Y80"	"quarlite.AL_hip_Y90"	"mean.AL_hip_Z"	"var.AL_hip_Z"	"max.AL_hip_Z"	"min.AL_hip_Ank_Z"	"quarlite.AL_hip_Z70"	"quarlite.AL_hip_Z80"	"quarlite.AL_hip_Z90"	"corri.AL_Hip_XY"	"corri.AL_Hip_XZ"	"corri.AL_Hip_YZ"	"mean.AL_LW_X"	"var.AL_LW_X"	"max.AL_LW_X"	"min.AL_LW_X"	"quarlite.AL_LW_X70"	"quarlite.AL_LW_X80"	"quarlite.AL_LW_X90"	"mean.AL_LW_Y"	"var.AL_LW_Y"	"max.AL_LW_Y"	"min.AL_LW_Y"	"quarlite.AL_LW_Y70"	"quarlite.AL_LW_Y80"	"quarlite.AL_LW_Y90"	"mean.AL_LW_Z"	"var.AL_LW_Z"	"max.AL_LW_Z"	"min.AL_LW_Z"	"quarlite.AL_LW_Z70"	"quarlite.AL_LW_Z80"	"quarlite.AL_LW_Z90"	"corri.AL_LW_XY"	"corri.AL_LW_XZ"	"corri.AL_LW_YZ"	"mean.AL_RW_X"	"var.AL_RW_X"	"max.AL_RW_X"	"min.AL_RW_X"	"quarlite.AL_RW_X70"	"quarlite.AL_RW_X80"	"quarlite.AL_RW_X90"	"mean.AL_RW_Y"	"var.AL_RW_Y"	"max.AL_RW_Y"	"min.AL_RW_Y"	"quarlite.AL_RW_Y70"	"quarlite.AL_RW_Y80"	"quarlite.AL_RW_Y90"	"mean.AL_RW_Z"	"var.AL_RW_Z"	"max.AL_RW_Z"	"min.AL_RW_Z"	"quarlite.AL_RW_Z70"	"quarlite.AL_RW_Z80"	"quarlite.AL_RW_Z90"	"corri.AL_RW_XY"	"corri.AL_RW_XZ"	"corri.AL_RW_YZ"	"Sex"	"Age"	"Ht"	"Wt"	"COS.Intensity"
0.155463333	0.826139596	4.188	-3.84	0.121	0.348	1.2074	-1.153065556	0.355347369	0.492	-3.141	-0.8971	-0.7692	-0.449	-0.623916667	0.272891115	2.051	-2.785	-0.441	-0.371	-0.2226	0.152940007	-0.692646001	-0.022973332	-0.066807778	0.042782965	0.434	-0.848	0.051	0.109	0.184	0.945716667	0.073053967	1.758	0.34	1.078	1.199	1.324	0.239255556	0.014434865	0.633	-0.176	0.289	0.332	0.41	-0.121959815	0.485477052	0.316352936	-1.058736111	0.188995461	0.844	-4.133	-0.8228	-0.742	-0.676	0.106228333	0.104170759	2.656	-2.941	0.152	0.195	0.258	-0.011328889	0.075709716	1.301	-2.27	0.066	0.094	0.137	-0.084701438	-0.055888127	-0.323727413	1.107995	0.054533445	1.844	0.566	1.234	1.34	1.449	0.110350556	0.017112532	0.492	-0.176	0.18	0.223	0.293	0.110350556	0.017112532	0.492	-0.176	0.110350556	0.223	0.293	0.364327016	-0.164352381	0.212327448	"Male"	56	74	207.6	"MPA"
0.135047222	0.714291098	4.332	-3.414	0.117	0.2738	0.9144	-1.125501111	0.336055416	0.77	-3.191	-0.91	-0.746	-0.4336	-0.613416667	0.2581578	1.531	-2.668	-0.434	-0.3742	-0.2066	0.184482584	-0.733229568	-0.014610263	-0.066463889	0.04239852	0.488	-0.664	0.059	0.113	0.18	0.948193333	0.053974422	1.598	0.371	1.051	1.16	1.289	0.226834444	0.01460201	0.746	-0.262	0.273	0.316	0.3874	-0.087914711	0.525329835	0.290160123	-0.989723889	0.068692569	0.164	-1.656	-0.84	-0.77	-0.711	0.128369444	0.017991435	1.09	-0.184	0.172	0.199	0.2424	0.044371667	0.02462692	1.172	-0.25	0.082	0.109	0.137	0.18330472	0.39651522	0.348923101	1.07966	0.057422619	1.766	0.133	1.199	1.313	1.41	0.133487778	0.022062779	0.969	-0.766	0.203	0.2388	0.309	0.133487778	0.022062779	0.969	-0.766	0.133487778	0.2388	0.309	0.12939967	-0.387868665	0.289760245	"Male"	56	74	207.6	"MPA"
0.121779444	0.079504867	2.938	-3.039	0.141	0.145	0.148	-0.986907778	0.033763951	0.23	-2.734	-0.969	-0.965	-0.957	-0.364631667	0.023435895	0.766	-1.969	-0.324	-0.324	-0.313	0.165418093	-0.571348457	0.037421766	-0.045365	0.004362215	0.34	-0.457	-0.027	-0.02	-0.008	0.940977778	0.005192143	1.578	0.508	0.941	0.945	0.949	0.269686111	0.001275216	0.465	0.016	0.277	0.277	0.281	0.115378243	0.502440326	0.198487581	-0.971160556	0.002939323	-0.734	-1.352	-0.961	-0.957	-0.957	0.107350556	0.000667852	0.266	-0.02	0.113	0.121	0.137	0.149079444	0.003450235	0.227	-0.148	0.172	0.18	0.184	0.043189541	0.254341885	0.144575447	0.999215556	0.005169996	1.445	0.781	0.992	0.996	1.02	0.112115556	0.002598404	0.285	-0.055	0.152	0.16	0.168	0.112115556	0.002598404	0.285	-0.055	0.112115556	0.16	0.168	0.129316534	-0.098363306	0.056120229	"Male"	56	74	207.6	"LPA"
0.099089444	0.000903818	0.16	0.023	0.113	0.137	0.145	-0.982055556	7.33e-05	-0.957	-1.023	-0.98	-0.977	-0.969	-0.315841667	0.000422468	-0.203	-0.348	-0.316	-0.313	-0.293	0.594673986	-0.117706425	-0.705532567	-0.037345	0.000275135	0.004	-0.086	-0.023	-0.02	-0.016	0.937763889	3.78e-05	0.957	0.898	0.941	0.941	0.945	0.280794444	0.00016393	0.332	0.25	0.285	0.285	0.293	0.013651242	0.436058659	-0.482743974	-0.976679444	5.68e-05	-0.938	-1	-0.973	-0.973	-0.965	0.108503333	0.00016513	0.145	0.051	0.117	0.117	0.121	0.109417778	0.001146724	0.18	0.039	0.125	0.137	0.156	0.094509267	0.535279043	-0.073483116	0.995786667	5.61e-05	1.027	0.949	1	1	1.004	0.105136667	0.000393044	0.145	0.035	0.117	0.121	0.125	0.105136667	0.000393044	0.145	0.035	0.105136667	0.121	0.125	0.153915482	-0.387355808	-0.669157387	"Male"	56	74	207.6	"LPA"
0.083731111	0.000163689	0.156	0.016	0.09	0.098	0.102	-0.984388333	1.12e-05	-0.938	-1.016	-0.984	-0.984	-0.98	-0.316738889	5.45e-05	-0.258	-0.469	-0.313	-0.313	-0.309	0.216542149	0.236369989	-0.369387158	-0.049954444	0.000264454	0.004	-0.371	-0.047	-0.043	-0.039	0.938863333	0.00020505	1.105	0.758	0.941	0.941	0.945	0.275745556	0.000249326	0.398	0.109	0.281	0.281	0.281	0.19265582	0.168784055	-0.480653892	-0.980687222	0.003221733	-0.527	-1.691	-0.98	-0.977	-0.977	0.113367778	0.000615081	0.309	-0.168	0.117	0.121	0.125	0.068225	0.000608701	0.23	-0.109	0.074	0.078	0.082	0.049633994	-0.005668136	0.197416917	0.996954444	2.02e-05	1.016	0.977	1	1	1	0.121502778	0.000120448	0.164	0.066	0.125	0.129	0.133	0.121502778	0.000120448	0.164	0.066	0.121502778	0.129	0.133	-0.109232169	0.038571619	-0.025616292	"Male"	56	74	207.6	"SED"
0.188566111	1.430847141	5.656	-3.207	0.23	0.652	1.8328	-1.330446111	0.538065744	0.848	-4.066	-0.938	-0.84	-0.59	-0.717211111	0.441389682	1.477	-3.313	-0.4438	-0.336	-0.129	0.229354088	-0.687085102	-0.004755022	-0.100647222	0.096347989	1.074	-1.664	0.031	0.129	0.25	0.943523889	0.238972575	2.414	-0.094	1.195	1.3758	1.637	0.245755	0.035199778	1.402	-0.531	0.32	0.379	0.488	-0.30967791	0.337316041	0.287489186	-1.148356111	0.156193523	1.352	-3.355	-0.969	-0.875	-0.7026	0.112038889	0.120878281	3.559	-2.488	0.172	0.3098	0.465	-0.009790556	0.050364276	1.094	-1.047	0.07	0.133	0.223	-0.227479224	0.19419413	0.454510692	1.123233889	0.121607099	3.051	-1.129	1.2902	1.3988	1.563	0.161188333	0.087623911	2.836	-1.707	0.277	0.371	0.516	0.161188333	0.087623911	2.836	-1.707	0.161188333	0.371	0.516	0.318140485	-0.411770114	-0.268526544	"Male"	56	74	207.6	"MPA"
0.171883889	1.387025485	5.262	-3.195	0.184	0.6026	1.9188	-1.306607778	0.54149925	0.504	-3.734	-0.926	-0.816	-0.5653	-0.711326667	0.442806266	1.621	-2.949	-0.441	-0.336	-0.098	0.19849599	-0.693457336	0.010311185	-0.103696667	0.082017591	0.887	-1.051	0.012	0.125	0.262	0.941801667	0.208192841	2.125	-0.105	1.188	1.359	1.5864	0.238323333	0.030890134	0.863	-0.34	0.309	0.371	0.4694	-0.372673423	0.339759607	0.249914172	-1.117562778	0.146782725	0.516	-2.047	-0.965	-0.883	-0.773	0.108973889	0.057543222	1.07	-0.68	0.219	0.324	0.438	-0.075686111	0.047888251	0.461	-1.211	0.047	0.09	0.133	0.081307999	-0.41740924	-0.219749639	1.172997222	0.081353034	2.152	0.406	1.324	1.406	1.5554	0.112302778	0.04780547	1.016	-0.504	0.215	0.301	0.418	0.112302778	0.04780547	1.016	-0.504	0.112302778	0.301	0.418	0.320528905	-0.160427991	-0.071144449	"Male"	56	74	207.6	"MPA"
0.172474444	1.372653839	5.195	-2.207	0.1612	0.563	1.8878	-1.286631667	0.53618917	0.746	-3.52	-0.91	-0.801	-0.5306	-0.700978889	0.432908724	2.086	-3.043	-0.445	-0.359	-0.1473	0.201329514	-0.725640395	0.027261258	-0.098476667	0.07076367	0.828	-0.926	0.016	0.113	0.246	0.941607778	0.162885394	2.039	0.09	1.168	1.348	1.508	0.237268889	0.025048223	0.746	-0.234	0.297	0.3448	0.4534	-0.364224573	0.413604907	0.235732526	-1.043356111	0.176254926	1.855	-2.16	-0.918	-0.844	-0.727	0.120781667	0.055511789	2.164	-1.332	0.168	0.2348	0.367	0.019579444	0.024857062	1.004	-0.359	0.086	0.121	0.1644	0.225192136	0.506960067	0.513749125	1.124994444	0.073917618	1.926	0.43	1.27	1.3526	1.469	0.096765	0.026798742	0.656	-0.316	0.176	0.23	0.32	0.096765	0.026798742	0.656	-0.316	0.096765	0.23	0.32	0.447374128	-0.246592151	0.044255267	"Male"	56	74	207.6	"MPA"
0.170583889	1.493872818	5.559	-3.723	0.1889	0.6178	1.8834	-1.316137778	0.570375097	0.574	-4.203	-0.934	-0.8232	-0.5156	-0.729687222	0.454102275	2.172	-3.25	-0.438	-0.324	-0.1047	0.224356023	-0.693126862	0.017882734	-0.111316667	0.090867705	0.852	-1.215	0.016	0.113	0.2504	0.94587	0.219594332	2.316	-0.152	1.184	1.367	1.5864	0.228569444	0.032851377	0.891	-0.625	0.3022	0.367	0.457	-0.367330996	0.306011184	0.177451416	-1.215328333	0.099707017	-0.488	-2.285	-1.031	-0.949	-0.828	0.083065556	0.061499641	1.125	-0.75	0.184	0.289	0.418	-0.052581667	0.024920259	0.492	-0.5	0.031	0.082	0.156	-0.100891461	-0.025508653	0.361924037	1.199161111	0.076485724	2.16	0.59	1.332	1.438	1.5664	0.082671667	0.052478033	0.777	-0.52	0.188	0.258	0.3874	0.082671667	0.052478033	0.777	-0.52	0.082671667	0.258	0.3874	0.327140496	-0.259284123	-0.153696777	"Male"	56	74	207.6	"VPA"
0.18953	1.511451737	5.617	-2.301	0.18	0.6218	1.908	-1.302293333	0.55926133	0.672	-3.926	-0.918	-0.809	-0.57	-0.721148889	0.444058516	1.91	-3.016	-0.449	-0.336	-0.0976	0.219357737	-0.716198731	0.018158256	-0.112647222	0.088233446	0.863	-1.52	0.012	0.113	0.25	0.942528889	0.211872687	2.254	-0.055	1.199	1.363	1.582	0.23384	0.034406361	0.816	-0.52	0.3139	0.371	0.48	-0.402965169	0.346475061	0.186910028	-1.180357222	0.096784523	-0.277	-2.496	-0.996	-0.914	-0.813	0.062754444	0.045661058	0.785	-0.668	0.164	0.262	0.363	-0.033106667	0.020471502	0.461	-0.551	0.055	0.094	0.141	-0.236960634	0.049055019	0.274561886	1.201308889	0.073546988	2.188	0.559	1.313	1.406	1.566	0.080208889	0.053701236	0.863	-0.535	0.184	0.258	0.395	0.080208889	0.053701236	0.863	-0.535	0.080208889	0.258	0.395	0.316616505	-0.255830229	-0.024180959	"Male"	56	74	207.6	"MPA"
0.179986111	1.652526079	5.324	-2.48	0.184	0.6226	2.1214	-1.335632222	0.618709649	0.887	-3.727	-0.9368	-0.816	-0.5386	-0.747562778	0.51083172	1.781	-3.43	-0.4288	-0.332	-0.145	0.224615034	-0.71267285	0.00480846	-0.114401667	0.094011719	0.883	-1.266	0.0052	0.121	0.262	0.942924444	0.231378805	2.105	-0.059	1.211	1.402	1.617	0.228512778	0.034824798	0.809	-0.336	0.305	0.3526	0.465	-0.387399574	0.317875329	0.25287562	-1.188128889	0.079289592	-0.637	-2.113	-1.012	-0.934	-0.84	0.05172	0.03727909	0.773	-0.629	0.1222	0.1886	0.3364	-0.024133333	0.018494367	0.383	-0.648	0.055	0.098	0.148	-0.385459672	-0.025949708	0.311892493	1.225308333	0.0737564	2.105	0.449	1.363	1.457	1.59	0.058936111	0.06079886	0.902	-0.625	0.195	0.254	0.359	0.058936111	0.06079886	0.902	-0.625	0.058936111	0.254	0.359	0.42968925	-0.232960877	-0.080180439	"Male"	56	74	207.6	"VPA"
0.191376667	1.634982644	5.652	-2.336	0.2082	0.6536	2.0258	-1.322269444	0.600307502	0.891	-4.531	-0.934	-0.816	-0.5776	-0.764779444	0.492151244	1.5	-3.223	-0.449	-0.336	-0.094	0.240269538	-0.710445964	-0.003456464	-0.122016111	0.108677313	0.906	-1.934	0.016	0.125	0.27	0.945283333	0.241510875	2.371	-0.082	1.23	1.41	1.621	0.221107778	0.04069032	0.875	-0.789	0.3062	0.363	0.469	-0.394099602	0.370184907	0.190145622	-1.193985556	0.104275864	-0.313	-2.465	-1.008	-0.922	-0.816	0.05484	0.057187247	0.813	-1.086	0.156	0.242	0.387	-0.038647222	0.023824519	0.383	-0.613	0.055	0.102	0.156	-0.181444553	-0.002113476	0.312778782	1.228645	0.074823101	2.254	0.488	1.3722	1.469	1.582	0.059345	0.069446629	0.801	-0.844	0.188	0.2738	0.4064	0.059345	0.069446629	0.801	-0.844	0.059345	0.2738	0.4064	0.39247589	-0.267607559	-0.119088245	"Male"	56	74	207.6	"VPA"
0.197380556	1.690266415	5.289	-3.18	0.191	0.6488	2.176	-1.316236667	0.605735658	0.871	-3.711	-0.9128	-0.816	-0.5426	-0.741162222	0.457725234	1.398	-3.109	-0.434	-0.324	-0.098	0.204683807	-0.700519443	0.025974662	-0.119921111	0.100274556	0.941	-1.445	0.023	0.1298	0.2624	0.941744444	0.225287291	2.156	-0.004	1.223	1.391	1.5944	0.228063333	0.036221262	0.813	-0.328	0.3062	0.371	0.492	-0.36722239	0.400179103	0.229395664	-1.190040556	0.08605229	-0.344	-2.148	-1.027	-0.945	-0.828	0.041396667	0.047259058	0.906	-0.711	0.129	0.211	0.3523	-0.028345	0.017947381	0.371	-0.473	0.0522	0.09	0.145	-0.16722971	-0.018766436	0.389300227	1.222511667	0.078634637	2.203	0.242	1.379	1.469	1.602	0.064033889	0.066785488	0.969	-0.758	0.184	0.266	0.398	0.064033889	0.066785488	0.969	-0.758	0.064033889	0.266	0.398	0.312030137	-0.026750633	0.097498749	"Male"	56	74	207.6	"VPA"
0.192793333	1.809085674	5.77	-2.492	0.211	0.7324	2.1851	-1.366389444	0.642673195	1.094	-3.898	-0.953	-0.836	-0.563	-0.771165	0.505355551	1.551	-3.266	-0.465	-0.34	-0.082	0.252542288	-0.723281734	0.013090998	-0.127943333	0.134523584	1.039	-2.031	0.0209	0.141	0.297	0.943440556	0.265867685	2.871	-0.066	1.2472	1.4418	1.664	0.224032222	0.047313116	0.914	-0.852	0.316	0.383	0.504	-0.384753508	0.399652618	0.177366537	-1.304383889	0.086360381	-0.375	-2.242	-1.145	-1.059	-0.953	0.014023889	0.087815933	0.93	-1.293	0.141	0.273	0.4144	-0.078049444	0.036123886	0.473	-0.684	0.027	0.098	0.1644	-0.174676712	-0.048905939	0.547908249	1.272826111	0.071385571	2.215	0.332	1.3992	1.488	1.605	0.069457778	0.084592583	1.27	-0.828	0.2122	0.301	0.445	0.069457778	0.084592583	1.27	-0.828	0.069457778	0.301	0.445	0.272730401	-0.217727109	-0.045146562	"Male"	56	74	207.6	"VPA"
0.183801111	1.831594421	5.848	-4.371	0.207	0.6982	2.2552	-1.352278333	0.654672136	0.875	-3.945	-0.93	-0.82	-0.5116	-0.766867778	0.508706156	1.488	-3.18	-0.438	-0.316	-0.1122	0.258084109	-0.727191474	-0.012658918	-0.127449444	0.140260739	1.379	-1.668	0.0209	0.1378	0.285	0.946421111	0.256312225	2.586	-0.152	1.238	1.422	1.5984	0.221085	0.040191463	0.898	-0.355	0.305	0.367	0.48	-0.343016526	0.4511432	0.207008039	-1.248177222	0.202816145	1.016	-2.887	-1.094	-0.988	-0.813	0.025690556	0.11098921	1.422	-1.188	0.168	0.285	0.4534	-0.051246111	0.057062867	1.43	-1.285	0.059	0.109	0.18	-0.038422127	0.067371036	0.304990785	1.29462	0.08453532	2.531	0.395	1.449	1.531	1.6684	0.059657778	0.103725136	1.039	-1.242	0.188	0.297	0.492	0.059657778	0.103725136	1.039	-1.242	0.059657778	0.297	0.492	0.352670541	-0.003113714	0.103656082	"Male"	56	74	207.6	"VPA"
0.064256111	0.167145805	4.992	-2.754	0.066	0.074	0.09	-1.012223333	0.066273997	0.828	-3.777	-0.98	-0.977	-0.973	-0.388771667	0.105705358	2.27	-3.809	-0.332	-0.332	-0.328	0.255077273	-0.35797577	-0.01037129	-0.074168889	0.008799468	0.773	-1.32	-0.059	-0.055	-0.051	0.953281111	0.016266955	2.246	0.117	0.953	0.957	0.961	0.19667	0.003427578	0.617	-0.355	0.207	0.211	0.215	-0.533850537	0.318837066	-0.143474367	-0.964204444	0.032099526	0.723	-1.934	-0.98	-0.977	-0.969	0.153906667	0.053886613	3.203	-0.387	0.129	0.137	0.152	0.014963889	0.007849214	0.781	-0.648	0.027	0.035	0.051	0.287904082	-0.341080322	-0.4687597	0.957297778	0.092224049	3.07	-0.98	1	1.004	1.008	0.152717778	0.046623639	2.234	-0.879	0.129	0.164	0.238	0.152717778	0.046623639	2.234	-0.879	0.152717778	0.164	0.238	0.001829854	0.203097525	-0.403375857	"Male"	56	74	207.6	"MPA"
0.056511667	0.000121018	0.098	0.012	0.063	0.063	0.07	-0.987323333	4.8e-05	-0.969	-1.016	-0.984	-0.984	-0.98	-0.316471667	0.000588337	-0.242	-0.355	-0.316	-0.309	-0.2696	-0.262696516	0.414819526	-0.879845458	-0.056777778	0.000130482	-0.004	-0.094	-0.051	-0.047	-0.043	0.951288333	2.12e-05	0.973	0.918	0.953	0.953	0.957	0.217649444	0.000192455	0.277	0.18	0.223	0.227	0.238	0.134384894	0.171940468	-0.490982065	-0.969889444	0.000946962	-0.809	-1.047	-0.977	-0.969	-0.9096	0.143507222	0.001370945	0.504	0.063	0.148	0.152	0.176	0.070333333	0.010007841	0.391	-0.055	0.047	0.0908	0.305	0.582353917	0.850031414	0.516401088	0.991121667	0.000345334	1.039	0.863	1	1	1.004	0.145181111	0.003810549	0.402	0.035	0.141	0.152	0.234	0.145181111	0.003810549	0.402	0.035	0.145181111	0.152	0.234	-0.640253506	-0.355263109	0.554433511	"Male"	56	74	207.6	"MPA"
0.077453333	0.002548795	0.547	-0.449	0.082	0.109	0.156	-0.982663333	0.000566415	-0.781	-1.512	-0.98	-0.98	-0.977	-0.323227222	0.001399155	0.355	-0.566	-0.324	-0.305	-0.27	0.218792376	0.437961464	-0.480193266	-0.040852778	0.00040188	0.023	-0.141	-0.035	-0.023	-0.012	0.956267778	0.000295084	1.176	0.809	0.957	0.961	0.973	0.202022778	0.000922941	0.289	0.063	0.219	0.223	0.227	0.24413906	-0.335686421	-0.40115176	-0.981545	0.000107096	-0.887	-1.09	-0.98	-0.977	-0.973	0.126418333	0.000289802	0.18	0.07	0.133	0.141	0.148	0.041365556	0.000975238	0.152	-0.027	0.051	0.07	0.09	0.001007732	0.056470068	-0.447051982	0.996536111	0.000144361	1.121	0.898	1	1	1.004	0.119680556	0.000287844	0.211	0.066	0.129	0.133	0.137	0.119680556	0.000287844	0.211	0.066	0.119680556	0.133	0.137	-0.007072793	-0.13499628	0.099084575	"Male"	56	74	207.6	"LPA"
0.052511667	0.000225528	0.148	-0.012	0.059	0.063	0.07	-0.986142778	3.13e-05	-0.938	-1.016	-0.984	-0.984	-0.98	-0.320512222	0.000160631	-0.297	-0.434	-0.313	-0.309	-0.309	0.669317813	-0.751236607	-0.663230561	-0.05592	0.000250244	0.012	-0.184	-0.051	-0.047	-0.043	0.949461111	9.49e-05	1.039	0.84	0.953	0.953	0.953	0.231446111	0.000254109	0.273	0.105	0.242	0.246	0.246	0.161663577	0.260639613	-0.223341732	-0.917560556	0.078384212	0.715	-1.738	-0.98	-0.977	-0.9176	0.140748333	0.049352701	1.258	-1.824	0.133	0.141	0.152	0.058143889	0.017383474	1.516	-0.531	0.035	0.043	0.07	0.159171886	0.495432993	-0.373279465	0.995098889	0.00011883	1.059	0.922	1	1	1	0.135227778	0.000242786	0.207	0.016	0.141	0.145	0.152	0.135227778	0.000242786	0.207	0.016	0.135227778	0.145	0.152	0.084670496	-0.03960766	0.066200184	"Male"	56	74	207.6	"LPA"
0.095174444	0.185612083	3.723	-3.105	0.094	0.105	0.129	-1.017141667	0.086577439	0.398	-2.852	-0.965	-0.961	-0.9136	-0.439655556	0.058997253	0.906	-2.367	-0.371	-0.367	-0.363	0.210274682	-0.733753364	0.073241835	-0.072038889	0.014832439	0.465	-0.77	-0.055	-0.047	0.0084	0.948537222	0.021306558	1.734	0.445	0.953	0.953	1.016	0.228396111	0.00412772	0.57	-0.113	0.234	0.238	0.262	-0.119356098	0.509430304	0.342918492	-0.868536667	0.144500488	0.477	-1.609	-0.957	-0.863	-0.578	0.203912222	0.028918079	0.945	-0.074	0.203	0.223	0.504	-0.049257222	0.050857613	0.215	-0.938	0.039	0.047	0.0784	0.692705219	-0.889073313	-0.757513234	1.038387778	0.022019574	1.785	0.664	1.004	1.023	1.2464	0.114398333	0.007074712	0.52	-0.129	0.121	0.133	0.195	0.114398333	0.007074712	0.52	-0.129	0.114398333	0.133	0.195	0.293365379	0.071894983	0.155042083	"Male"	56	74	207.6	"LPA"
0.097864444	0.306828124	4.008	-4.34	0.086	0.156	0.4104	-1.048768333	0.138966626	0.461	-3.43	-0.961	-0.906	-0.719	-0.484163889	0.116595714	1.457	-2.512	-0.348	-0.324	-0.3086	0.21841559	-0.643245079	-0.005766263	-0.099674444	0.0237513	0.457	-0.734	-0.059	-0.004	0.07	0.943007222	0.036829607	1.84	0.316	0.957	1.0238	1.16	0.231471111	0.011444033	0.691	-0.094	0.242	0.297	0.383	-0.137429649	0.537226313	0.22124109	-0.964423889	0.053097792	-0.102	-1.668	-0.902	-0.809	-0.652	0.174201111	0.019565096	0.82	-0.332	0.195	0.242	0.359	0.055137778	0.026107604	1.238	-0.406	0.059	0.098	0.148	0.185012777	0.358247139	0.267733786	1.038373333	0.061344948	2.195	0.012	1.059	1.1886	1.3674	0.146482778	0.028676621	0.934	-0.18	0.164	0.215	0.352	0.146482778	0.028676621	0.934	-0.18	0.146482778	0.215	0.352	-0.109275029	0.262288051	-0.279461102	"Male"	56	74	207.6	"LPA"
-0.007840556	0.040701754	2.109	-0.434	-0.008	0.0668	0.266	-0.952554444	0.021135815	0.906	-2.035	-0.965	-0.941	-0.8196	-0.384862222	0.015741474	0.234	-1.598	-0.348	-0.3352	-0.316	0.592625168	-0.565239631	-0.472031335	-0.029846111	0.03651897	0.324	-0.59	0.133	0.168	0.191	0.924666667	0.003385295	1.227	0.59	0.945	0.953	0.973	0.164546667	0.042978256	0.531	-0.508	0.305	0.324	0.3554	0.207766435	0.65335016	-0.134276296	-0.365227222	0.183276026	0.387	-1.27	0.059	0.078	0.102	0.624702778	0.066718122	1.465	-0.398	0.859	0.867	0.879	0.376535556	0.044006299	1.02	-0.129	0.523	0.594	0.617	0.870881077	0.589201026	0.474851932	0.362866111	0.130247631	1.477	-0.57	0.453	0.6808	0.762	0.775168889	0.030985257	1.668	0.328	0.871	0.895	0.945	0.775168889	0.030985257	1.668	0.328	0.775168889	0.895	0.945	0.246746837	-0.490050988	-0.606550235	"Male"	56	74	207.6	"LPA"
0.066165	0.061656529	1.922	-1.801	0.117	0.23	0.402	-0.958258333	0.021975114	-0.027	-1.969	-0.949	-0.891	-0.766	-0.376889444	0.038459376	0.613	-2.102	-0.309	-0.227	-0.2186	0.408182701	-0.466916951	-0.412165546	-0.103645556	0.028298308	0.301	-0.566	-0.02	0.078	0.125	0.909558333	0.006589181	1.387	0.613	0.941	0.949	0.977	0.224934444	0.04538926	0.746	-0.465	0.316	0.352	0.418	0.308919936	0.489889638	0.004542246	-0.703487778	0.068455978	-0.133	-1.375	-0.492	-0.406	-0.336	0.395457778	0.081685903	1.691	-0.047	0.6182	0.672	0.7584	0.334660556	0.053677009	1.309	-0.262	0.496	0.555	0.598	0.8240586	0.694913056	0.531092979	0.603358889	0.139714523	1.5	-0.484	0.98	0.996	1.008	0.558108889	0.102169184	1.215	0.035	0.8172	0.859	0.895	0.558108889	0.102169184	1.215	0.035	0.558108889	0.859	0.895	-0.795587927	-0.540698123	0.432551968	"Male"	56	74	207.6	"LPA"
0.53105	0.004754053	1.109	0.004	0.547	0.551	0.555	-0.678589444	0.004282153	-0.324	-1.164	-0.668	-0.66	-0.641	-0.548354444	0.002301808	-0.129	-0.836	-0.543	-0.539	-0.52	0.573547573	0.265006689	0.082493573	0.274333889	0.00697191	0.441	-0.176	0.328	0.336	0.348	0.875235556	0.001867057	1.121	0.609	0.887	0.891	0.902	0.385149444	0.003602174	0.652	0.172	0.402	0.414	0.441	0.136402077	-0.411596525	-0.487959517	-0.564827222	0.09258508	0.238	-2.047	-0.6078	-0.2412	-0.039	0.544044444	0.064271513	2.285	-0.281	0.637	0.703	0.8914	0.325426667	0.103033261	2.473	-1.137	0.488	0.5	0.539	0.519117247	-0.45311943	-0.531591234	0.589965556	0.216676269	2.711	-0.766	0.844	0.867	0.996	0.601172222	0.093605909	3.09	-0.34	0.672	0.816	0.977	0.601172222	0.093605909	3.09	-0.34	0.601172222	0.816	0.977	-0.412563704	0.080248638	-0.182327611	"Male"	56	74	207.6	"LPA"
